,order_id,in_progress,picked,started_dispatch,in_dispatch_buffer,packed,dispatched,order_aborted,order_created_at,delivery_schedule,trip_id,num_of_lines,pr_time
206,2238735,2019-06-11 10:40:53,2019-06-11 10:46:47,2019-06-11 10:49:19,2019-06-11 10:52:22,2019-06-11 11:10:31,2019-06-11 17:52:41,,2019-06-11 10:32:26,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 07:20:15
207,2238745,2019-06-11 10:48:08,2019-06-11 11:31:53,2019-06-11 14:31:13,2019-06-11 15:36:43,2019-06-11 16:00:57,2019-06-11 17:52:42,,2019-06-11 10:46:26,2019-06-11 18:00:00,s_2019-06-11_21:00,19.0,0 days 07:06:16
208,2238751,2019-06-11 10:55:54,2019-06-11 11:39:07,2019-06-11 16:00:22,2019-06-11 16:05:36,2019-06-11 16:08:26,2019-06-11 17:52:40,,2019-06-11 10:55:27,2019-06-11 18:00:00,s_2019-06-11_21:00,14.0,0 days 06:57:13
209,2238800,2019-06-11 12:04:42,2019-06-11 12:13:23,2019-06-11 12:49:52,2019-06-11 12:51:47,2019-06-11 12:59:17,2019-06-11 17:52:42,,2019-06-11 12:00:27,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0,0 days 05:52:15
210,2238802,2019-06-11 12:17:36,2019-06-11 12:24:00,2019-06-11 12:57:57,2019-06-11 13:03:00,2019-06-11 13:16:38,2019-06-11 17:53:16,,2019-06-11 12:02:28,2019-06-11 18:30:00,l_2019-06-11_21:30,6.0,0 days 05:50:48
211,2238877,2019-06-11 13:59:28,2019-06-11 14:13:34,2019-06-11 14:14:37,2019-06-11 14:19:17,2019-06-11 14:24:06,2019-06-11 17:52:45,,2019-06-11 13:59:26,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 03:53:19
212,2238879,2019-06-11 14:00:57,2019-06-11 14:20:31,2019-06-11 14:24:03,2019-06-11 15:32:48,2019-06-11 15:34:22,2019-06-11 17:52:47,,2019-06-11 14:00:27,2019-06-11 18:00:00,s_2019-06-11_21:00,12.0,0 days 03:52:20
213,2238902,2019-06-11 15:19:09,2019-06-11 15:28:59,2019-06-11 15:35:20,2019-06-11 16:00:19,2019-06-11 16:03:46,2019-06-11 17:52:49,,2019-06-11 14:54:27,2019-06-11 18:00:00,s_2019-06-11_21:00,6.0,0 days 02:58:22
214,2238978,2019-06-12 05:01:19,2019-06-12 05:13:53,2019-06-12 16:38:20,2019-06-12 16:52:21,2019-06-12 17:01:38,2019-06-12 18:22:08,,2019-06-11 17:35:26,2019-06-12 18:00:00,s_2019-06-12_21:00,5.0,1 days 00:46:42
215,2239004,2019-06-10 14:34:42,2019-06-10 14:41:39,2019-06-10 14:41:47,2019-06-10 14:48:39,2019-06-10 14:52:01,2019-06-10 18:21:23,,2019-06-10 13:28:27,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0,0 days 04:52:56
216,2239046,2019-06-10 14:35:08,2019-06-10 14:42:57,2019-06-10 14:44:57,2019-06-10 14:48:26,2019-06-10 14:51:30,2019-06-10 18:21:24,,2019-06-10 14:08:26,2019-06-10 18:00:00,s_2019-06-10_21:00,5.0,0 days 04:12:58
217,2239052,2019-06-10 14:36:37,2019-06-10 14:43:51,2019-06-10 14:44:47,2019-06-10 14:45:55,2019-06-10 14:49:20,2019-06-10 18:21:23,,2019-06-10 14:16:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0,0 days 04:04:56
218,2239074,2019-06-10 14:52:11,2019-06-10 14:52:11,2019-06-10 14:54:48,2019-06-10 15:00:05,2019-06-10 15:01:01,2019-06-10 18:21:25,,2019-06-10 14:47:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0,0 days 03:33:58
219,2239117,2019-06-10 15:49:29,2019-06-10 15:58:52,2019-06-10 15:59:20,2019-06-10 16:03:09,2019-06-10 16:04:38,2019-06-10 18:21:25,,2019-06-10 15:49:28,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0,0 days 02:31:57
220,2239119,2019-06-10 15:51:28,2019-06-10 15:59:22,2019-06-10 15:59:35,2019-06-10 16:03:22,2019-06-10 16:05:06,2019-06-10 18:21:26,,2019-06-10 15:51:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0,0 days 02:29:59
221,2239132,2019-06-10 16:11:27,2019-06-10 16:25:10,2019-06-10 16:26:25,2019-06-10 16:30:06,2019-06-10 16:31:43,2019-06-10 18:21:27,,2019-06-10 16:11:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0,0 days 02:10:00
222,2239166,2019-06-10 17:37:59,2019-06-10 17:49:33,2019-06-11 05:57:59,2019-06-11 06:05:33,2019-06-11 06:08:10,2019-06-11 12:36:06,,2019-06-10 17:17:27,2019-06-11 10:00:00,l_2019-06-11_13:00,5.0,0 days 19:18:39
223,2239177,2019-06-11 08:52:03,2019-06-11 08:58:38,2019-06-11 08:58:48,2019-06-11 09:03:11,2019-06-11 09:19:06,2019-06-11 17:52:38,,2019-06-10 17:31:25,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0,1 days 00:21:13
224,2239181,2019-06-11 08:52:53,2019-06-11 08:56:57,2019-06-11 08:59:32,2019-06-11 09:17:38,2019-06-11 09:41:41,2019-06-11 17:52:35,,2019-06-10 17:40:25,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0,1 days 00:12:10
225,2239199,2019-06-11 08:53:13,2019-06-11 09:06:28,2019-06-11 10:16:59,2019-06-11 10:29:41,2019-06-11 10:31:55,2019-06-11 17:52:35,,2019-06-10 18:00:26,2019-06-11 18:00:00,s_2019-06-11_21:00,11.0,0 days 23:52:09
226,2239204,2019-06-11 08:53:43,2019-06-11 08:59:39,2019-06-11 09:02:17,2019-06-11 09:19:05,2019-06-11 09:43:48,2019-06-11 17:52:40,,2019-06-10 18:07:24,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 23:45:16
227,2239221,2019-06-11 05:23:02,2019-06-11 05:39:16,2019-06-11 05:42:02,2019-06-11 05:43:30,2019-06-11 05:45:00,2019-06-11 14:41:53,,2019-06-10 18:39:25,2019-06-11 14:00:00,z_2019-06-11_17:00,12.0,0 days 20:02:28
228,2239227,2019-06-11 05:27:06,2019-06-11 05:37:05,2019-06-11 05:43:32,2019-06-11 05:47:04,2019-06-11 05:49:51,2019-06-11 14:41:53,,2019-06-10 18:55:25,2019-06-11 14:00:00,z_2019-06-11_17:00,8.0,0 days 19:46:28
229,2239232,2019-06-11 05:32:52,2019-06-11 05:38:13,2019-06-11 05:41:47,2019-06-11 05:44:43,2019-06-11 05:46:22,2019-06-11 14:41:53,,2019-06-10 18:58:25,2019-06-11 14:00:00,z_2019-06-11_17:00,1.0,0 days 19:43:28
230,2239248,2019-06-11 08:53:58,2019-06-11 09:03:14,2019-06-11 09:03:21,2019-06-11 09:19:18,2019-06-11 09:45:13,2019-06-11 17:52:28,,2019-06-10 19:24:25,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 22:28:03
232,2239264,2019-06-11 04:38:39,2019-06-11 05:41:08,2019-06-11 05:57:19,2019-06-11 06:01:23,2019-06-11 06:05:15,2019-06-11 12:36:05,,2019-06-10 19:50:26,2019-06-11 10:00:00,l_2019-06-11_13:00,24.0,0 days 16:45:39
233,2239265,2019-06-11 08:54:23,2019-06-11 09:03:51,2019-06-11 13:35:01,2019-06-11 13:40:23,2019-06-11 14:02:09,2019-06-11 17:52:30,,2019-06-10 19:47:25,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 22:05:05
234,2239275,2019-06-11 05:33:07,2019-06-11 05:41:00,2019-06-11 05:42:17,2019-06-11 05:43:43,2019-06-11 05:45:38,2019-06-11 14:41:54,,2019-06-10 20:12:27,2019-06-11 14:00:00,z_2019-06-11_17:00,2.0,0 days 18:29:27
235,2239280,2019-06-11 08:54:34,2019-06-11 09:04:30,2019-06-11 14:24:43,2019-06-11 15:33:13,2019-06-11 15:35:43,2019-06-11 17:52:30,,2019-06-10 20:20:25,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 21:32:05
236,2239285,2019-06-11 05:33:57,2019-06-11 05:45:48,2019-06-11 05:47:18,2019-06-11 05:51:52,2019-06-11 06:23:19,2019-06-11 14:41:54,,2019-06-10 20:30:26,2019-06-11 14:00:00,z_2019-06-11_17:00,12.0,0 days 18:11:28
237,2239323,2019-06-11 08:54:49,2019-06-11 09:16:23,2019-06-11 10:45:48,2019-06-11 10:51:06,2019-06-11 11:07:44,2019-06-11 17:52:30,,2019-06-10 22:32:25,2019-06-11 18:00:00,s_2019-06-11_21:00,10.0,0 days 19:20:05
238,2239325,2019-06-11 08:57:29,2019-06-11 09:08:30,2019-06-11 11:41:30,2019-06-11 12:49:48,2019-06-11 12:52:45,2019-06-11 17:52:31,,2019-06-10 22:47:25,2019-06-11 18:00:00,s_2019-06-11_21:00,12.0,0 days 19:05:06
239,2239339,2019-06-11 09:05:02,2019-06-11 09:21:07,2019-06-11 16:02:27,2019-06-11 16:05:03,2019-06-11 16:07:15,2019-06-11 17:52:31,,2019-06-11 02:56:25,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 14:56:06
240,2239344,2019-06-11 09:05:37,2019-06-11 09:09:36,2019-06-11 09:17:43,2019-06-11 09:43:00,2019-06-11 09:48:51,2019-06-11 17:52:32,,2019-06-11 03:30:26,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0,0 days 14:22:06
241,2239350,2019-06-11 09:06:42,2019-06-11 10:24:27,2019-06-11 10:30:34,2019-06-11 10:33:21,2019-06-11 10:39:54,2019-06-11 17:52:41,,2019-06-11 04:01:25,2019-06-11 18:00:00,s_2019-06-11_21:00,5.0,0 days 13:51:16
242,2239357,2019-06-11 09:07:42,2019-06-11 09:23:40,2019-06-11 16:07:53,2019-06-11 16:11:36,2019-06-11 16:22:36,2019-06-11 17:52:33,,2019-06-11 04:17:25,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 13:35:08
243,2239373,2019-06-11 09:07:57,2019-06-11 10:27:51,2019-06-11 13:41:01,2019-06-11 14:04:41,2019-06-11 14:15:41,2019-06-11 17:52:33,,2019-06-11 04:50:26,2019-06-11 18:00:00,s_2019-06-11_21:00,7.0,0 days 13:02:07
245,2239389,2019-06-11 09:11:03,2019-06-11 09:19:11,2019-06-11 09:19:33,2019-06-11 09:49:33,2019-06-11 09:52:29,2019-06-11 17:52:40,,2019-06-11 05:14:25,2019-06-11 18:00:00,s_2019-06-11_21:00,6.0,0 days 12:38:15
246,2239400,2019-06-11 09:15:18,2019-06-11 10:28:37,2019-06-11 10:30:54,2019-06-11 10:37:26,2019-06-11 10:41:44,2019-06-11 17:52:32,,2019-06-11 05:23:26,2019-06-11 18:00:00,s_2019-06-11_21:00,11.0,0 days 12:29:06
247,2239412,2019-06-11 09:19:18,2019-06-11 09:24:55,2019-06-11 13:35:06,2019-06-11 13:40:36,2019-06-11 14:02:51,2019-06-11 17:52:33,,2019-06-11 05:34:25,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0,0 days 12:18:08
248,2239413,2019-06-11 09:20:53,2019-06-11 09:26:29,2019-06-11 09:43:18,2019-06-11 09:49:45,2019-06-11 09:55:33,2019-06-11 17:52:32,,2019-06-11 05:35:31,2019-06-11 18:00:00,s_2019-06-11_21:00,4.0,0 days 12:17:01
249,2239422,2019-06-11 09:22:42,2019-06-11 09:33:03,2019-06-11 16:02:42,2019-06-11 16:07:17,2019-06-11 16:09:06,2019-06-11 17:52:32,,2019-06-11 05:44:26,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0,0 days 12:08:06
250,2239429,2019-06-11 09:24:38,2019-06-11 09:31:36,2019-06-11 11:11:34,2019-06-11 11:18:09,2019-06-11 12:18:19,2019-06-11 17:52:32,,2019-06-11 05:52:26,2019-06-11 18:00:00,s_2019-06-11_21:00,7.0,0 days 12:00:06
251,2239431,2019-06-11 05:57:15,2019-06-11 06:01:46,2019-06-11 06:24:45,2019-06-11 06:29:18,2019-06-11 06:31:19,2019-06-11 14:41:56,,2019-06-11 05:55:31,2019-06-11 14:00:00,z_2019-06-11_17:00,4.0,0 days 08:46:25
252,2239435,2019-06-11 09:24:38,2019-06-11 10:29:29,2019-06-11 13:35:21,2019-06-11 14:03:49,2019-06-11 14:05:58,2019-06-11 17:52:32,,2019-06-11 05:57:26,2019-06-11 18:00:00,s_2019-06-11_21:00,14.0,0 days 11:55:06
253,2239472,2019-06-11 09:27:23,2019-06-11 09:34:56,2019-06-11 09:57:23,2019-06-11 10:15:40,2019-06-11 10:17:47,2019-06-11 17:52:37,,2019-06-11 06:53:26,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0,0 days 10:59:11
254,2239485,2019-06-11 07:31:55,2019-06-11 09:00:28,2019-06-11 09:26:33,2019-06-11 09:35:07,2019-06-11 09:37:26,2019-06-11 14:41:57,,2019-06-11 07:08:30,2019-06-11 14:00:00,z_2019-06-11_17:00,11.0,0 days 07:33:27
255,2239487,2019-06-11 09:28:58,2019-06-11 10:30:16,2019-06-11 16:03:07,2019-06-11 16:08:19,2019-06-11 16:10:16,2019-06-11 17:52:34,,2019-06-11 07:08:26,2019-06-11 18:00:00,s_2019-06-11_21:00,11.0,0 days 10:44:08
256,2239493,2019-06-11 09:30:58,2019-06-11 09:42:13,2019-06-11 09:47:28,2019-06-11 09:51:27,2019-06-11 09:56:59,2019-06-11 17:52:36,,2019-06-11 07:16:31,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 10:36:05
257,2239496,2019-06-11 09:31:33,2019-06-11 09:40:25,2019-06-11 10:21:39,2019-06-11 10:30:52,2019-06-11 10:36:44,2019-06-11 17:52:36,,2019-06-11 07:19:25,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0,0 days 10:33:11
258,2239512,2019-06-11 07:39:53,2019-06-11 07:44:56,2019-06-11 07:45:12,2019-06-11 07:46:46,2019-06-11 07:47:58,2019-06-11 14:41:57,,2019-06-11 07:37:26,2019-06-11 14:00:00,z_2019-06-11_17:00,3.0,0 days 07:04:31
259,2239516,2019-06-11 09:33:18,2019-06-11 09:33:18,2019-06-11 10:19:19,2019-06-11 10:30:08,2019-06-11 10:33:00,2019-06-11 17:52:40,,2019-06-11 07:44:26,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 10:08:14
260,2239529,2019-06-11 09:33:19,2019-06-11 10:32:46,2019-06-11 10:33:08,2019-06-11 10:40:59,2019-06-11 10:43:37,2019-06-11 17:52:36,,2019-06-11 07:59:26,2019-06-11 18:00:00,s_2019-06-11_21:00,16.0,0 days 09:53:10
261,2239565,2019-06-11 09:36:08,2019-06-11 09:46:18,2019-06-11 09:47:13,2019-06-11 09:51:15,2019-06-11 09:56:14,2019-06-11 17:52:38,,2019-06-11 08:35:33,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 09:17:05
262,2239574,2019-06-11 12:19:32,2019-06-11 12:26:23,2019-06-11 12:58:02,2019-06-11 13:03:13,2019-06-11 14:19:57,2019-06-11 17:53:15,,2019-06-11 10:27:26,2019-06-11 18:30:00,l_2019-06-11_21:30,7.0,0 days 07:25:49
263,2239597,2019-06-11 12:23:00,2019-06-11 12:31:31,2019-06-11 12:57:52,2019-06-11 13:00:36,2019-06-11 13:14:57,2019-06-11 17:53:15,,2019-06-11 09:19:26,2019-06-11 18:30:00,l_2019-06-11_21:30,1.0,0 days 08:33:49
264,2239601,2019-06-11 09:36:18,2019-06-11 09:41:49,2019-06-11 11:15:39,2019-06-11 11:20:28,2019-06-11 12:48:31,2019-06-11 17:52:45,,2019-06-11 09:23:26,2019-06-11 18:00:00,s_2019-06-11_21:00,4.0,0 days 08:29:19
265,2239602,2019-06-11 09:36:48,2019-06-11 09:43:52,2019-06-11 09:51:19,2019-06-11 09:57:07,2019-06-11 10:00:33,2019-06-11 17:52:40,,2019-06-11 09:29:26,2019-06-11 18:00:00,s_2019-06-11_21:00,6.0,0 days 08:23:14
267,2239615,2019-06-11 12:23:45,2019-06-11 13:24:43,2019-06-11 13:24:43,2019-06-11 14:23:28,2019-06-11 14:48:35,2019-06-11 17:53:15,,2019-06-11 09:48:31,2019-06-11 18:30:00,l_2019-06-11_21:30,7.0,0 days 08:04:44
268,2239618,2019-06-11 12:27:06,2019-06-11 13:26:24,2019-06-11 13:26:28,2019-06-11 14:47:56,2019-06-11 14:51:25,2019-06-11 17:53:15,,2019-06-11 09:48:27,2019-06-11 18:30:00,l_2019-06-11_21:30,9.0,0 days 08:04:48
269,2239622,2019-06-11 09:53:29,2019-06-11 10:03:16,2019-06-11 16:13:33,2019-06-11 16:26:10,2019-06-11 16:28:23,2019-06-11 17:52:39,,2019-06-11 09:53:26,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0,0 days 07:59:13
270,2239635,2019-06-11 12:33:07,2019-06-11 12:39:34,2019-06-11 13:03:23,2019-06-11 14:07:20,2019-06-11 14:39:30,2019-06-11 17:53:15,,2019-06-11 10:09:26,2019-06-11 18:30:00,l_2019-06-11_21:30,6.0,0 days 07:43:49
271,2239647,2019-06-11 10:25:44,2019-06-11 10:37:09,2019-06-11 10:37:39,2019-06-11 10:40:59,2019-06-11 10:54:07,2019-06-11 14:41:58,,2019-06-11 10:22:26,2019-06-11 14:00:00,z_2019-06-11_17:00,1.0,0 days 04:19:32
272,2239651,2019-06-11 10:26:29,2019-06-11 10:41:03,2019-06-11 10:41:12,2019-06-11 10:53:45,2019-06-11 11:00:17,2019-06-11 14:41:58,,2019-06-11 10:25:31,2019-06-11 14:00:00,z_2019-06-11_17:00,1.0,0 days 04:16:27
273,2239662,2019-06-11 12:35:01,2019-06-11 12:44:22,2019-06-11 13:00:39,2019-06-11 13:24:13,2019-06-11 14:20:53,2019-06-11 17:53:16,,2019-06-11 10:44:26,2019-06-11 18:30:00,l_2019-06-11_21:30,20.0,0 days 07:08:50
274,2239667,2019-06-11 10:54:14,2019-06-11 10:59:49,2019-06-11 11:00:03,2019-06-11 11:01:36,2019-06-11 12:07:20,2019-06-11 14:41:58,,2019-06-11 10:53:26,2019-06-11 14:00:00,z_2019-06-11_17:00,3.0,0 days 03:48:32
275,2239671,2019-06-11 10:59:44,2019-06-11 11:09:53,2019-06-11 11:11:09,2019-06-11 11:15:13,2019-06-11 11:19:46,2019-06-11 17:52:42,,2019-06-11 10:59:26,2019-06-11 18:00:00,s_2019-06-11_21:00,4.0,0 days 06:53:16
276,2239675,2019-06-11 11:07:09,2019-06-11 11:14:14,2019-06-11 12:11:38,2019-06-11 12:14:38,2019-06-11 12:15:15,2019-06-11 17:52:06,,2019-06-11 11:06:26,2019-06-11 18:00:00,negev_2019-06-11_21:00,1.0,0 days 06:45:40
277,2239680,2019-06-11 11:13:09,2019-06-11 13:16:04,2019-06-11 15:38:07,2019-06-11 16:04:37,2019-06-11 16:06:40,2019-06-11 17:52:45,,2019-06-11 11:12:26,2019-06-11 18:00:00,s_2019-06-11_21:00,22.0,0 days 06:40:19
278,2239693,2019-06-11 11:41:30,2019-06-11 12:04:37,2019-06-11 12:50:02,2019-06-11 12:58:31,2019-06-11 13:00:16,2019-06-11 17:52:46,,2019-06-11 11:29:26,2019-06-11 18:00:00,s_2019-06-11_21:00,14.0,0 days 06:23:20
279,2239699,2019-06-11 11:45:04,2019-06-11 13:19:02,2019-06-11 13:24:23,2019-06-11 13:39:40,2019-06-11 13:59:09,2019-06-11 17:52:42,,2019-06-11 11:35:34,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0,0 days 06:17:08
280,2239701,2019-06-11 11:48:14,2019-06-11 11:55:45,2019-06-11 13:02:38,2019-06-11 13:21:47,2019-06-11 13:33:15,2019-06-11 17:52:44,,2019-06-11 11:35:37,2019-06-11 18:00:00,s_2019-06-11_21:00,9.0,0 days 06:17:07
281,2239704,2019-06-11 11:50:08,2019-06-11 11:50:08,2019-06-11 13:02:48,2019-06-11 13:21:59,2019-06-11 13:33:54,2019-06-11 17:52:46,,2019-06-11 11:37:28,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 06:15:18
283,2239742,2019-06-11 12:22:01,2019-06-11 12:30:40,2019-06-11 14:03:52,2019-06-11 14:14:23,2019-06-11 14:17:08,2019-06-11 17:52:43,,2019-06-11 12:21:27,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0,0 days 05:31:16
284,2239780,2019-06-11 13:28:58,2019-06-11 13:39:28,2019-06-11 13:40:26,2019-06-11 14:04:16,2019-06-11 14:13:13,2019-06-11 17:52:45,,2019-06-11 13:21:26,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0,0 days 04:31:19
285,2239791,2019-06-11 13:32:41,2019-06-11 13:32:42,2019-06-11 14:04:37,2019-06-11 14:19:04,2019-06-11 14:23:30,2019-06-11 17:52:46,,2019-06-11 13:28:26,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 04:24:20
286,2239819,2019-06-11 14:18:28,2019-06-11 14:18:28,2019-06-11 14:24:36,2019-06-11 15:33:01,2019-06-11 15:34:57,2019-06-11 17:52:47,,2019-06-11 14:18:27,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 03:34:20
287,2239826,2019-06-11 14:23:29,2019-06-11 14:28:53,2019-06-11 14:31:06,2019-06-11 15:33:26,2019-06-11 15:36:23,2019-06-11 17:52:46,,2019-06-11 14:23:27,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 03:29:19
288,2239876,2019-06-11 16:05:24,2019-06-11 16:15:42,2019-06-11 16:26:13,2019-06-11 16:30:14,2019-06-11 16:38:15,2019-06-11 17:52:47,,2019-06-11 16:03:27,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0,0 days 01:49:20
289,2239904,2019-06-11 16:37:28,2019-06-11 16:41:11,2019-06-11 16:41:28,2019-06-11 16:46:42,2019-06-11 16:49:41,2019-06-11 17:52:50,,2019-06-11 16:37:27,2019-06-11 18:00:00,s_2019-06-11_21:00,5.0,0 days 01:15:23
290,2239907,2019-06-11 16:40:29,2019-06-11 16:44:12,2019-06-11 16:44:25,2019-06-11 16:46:55,2019-06-11 16:57:28,2019-06-11 17:52:50,,2019-06-11 16:40:27,2019-06-11 18:00:00,s_2019-06-11_21:00,4.0,0 days 01:12:23
291,2239956,2019-06-12 04:04:41,2019-06-12 04:29:42,2019-06-12 04:42:49,2019-06-12 04:53:31,2019-06-12 05:03:54,2019-06-12 20:52:37,,2019-06-11 18:14:24,2019-06-12 10:00:00,l_2019-06-12_13:00,7.0,1 days 02:38:13
292,2239967,2019-06-12 04:42:14,2019-06-12 04:53:59,2019-06-12 04:58:44,2019-06-12 05:04:12,2019-06-12 05:20:16,2019-06-12 16:14:52,,2019-06-11 19:34:07,2019-06-12 14:00:00,z_2019-06-12_17:00,3.0,0 days 20:40:45
293,2239980,2019-06-12 05:02:04,2019-06-12 05:25:34,2019-06-12 16:12:35,2019-06-12 16:32:28,2019-06-12 16:38:52,2019-06-12 18:22:08,,2019-06-11 19:02:26,2019-06-12 18:00:00,s_2019-06-12_21:00,5.0,0 days 23:19:42
294,2240014,2019-06-11 09:41:08,2019-06-11 09:46:39,2019-06-11 16:05:07,2019-06-11 16:09:07,2019-06-11 16:11:11,2019-06-11 17:52:28,,2019-06-10 19:04:25,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 22:48:03
295,2240028,2019-06-11 09:41:28,2019-06-11 09:47:46,2019-06-11 09:49:37,2019-06-11 09:54:59,2019-06-11 09:57:33,2019-06-11 17:52:29,,2019-06-10 19:32:25,2019-06-11 18:00:00,s_2019-06-11_21:00,4.0,0 days 22:20:04
296,2240030,2019-06-11 05:37:12,2019-06-11 05:44:38,2019-06-11 05:44:47,2019-06-11 05:47:30,2019-06-11 06:20:23,2019-06-11 14:41:54,,2019-06-10 19:33:25,2019-06-11 14:00:00,z_2019-06-11_17:00,2.0,0 days 19:08:29
297,2240035,2019-06-11 04:56:17,2019-06-11 05:04:44,2019-06-11 05:17:41,2019-06-11 05:26:42,2019-06-11 05:29:01,2019-06-11 12:36:04,,2019-06-10 19:42:25,2019-06-11 10:00:00,l_2019-06-11_13:00,5.0,0 days 16:53:39
298,2240040,2019-06-11 05:05:07,2019-06-11 05:07:00,,2019-06-11 05:07:00,2019-06-11 05:24:41,2019-06-11 17:52:33,,2019-06-10 19:56:25,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0,0 days 21:56:08
299,2240042,2019-06-11 05:37:27,2019-06-11 05:43:06,2019-06-11 05:43:17,2019-06-11 05:47:17,2019-06-11 06:18:29,2019-06-11 14:41:56,,2019-06-10 20:00:25,2019-06-11 14:00:00,z_2019-06-11_17:00,1.0,0 days 18:41:31
300,2240045,2019-06-11 09:43:18,2019-06-11 09:50:23,2019-06-11 13:22:13,2019-06-11 13:35:17,2019-06-11 13:38:22,2019-06-11 17:52:30,,2019-06-10 20:05:25,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0,0 days 21:47:05
301,2240055,2019-06-11 09:43:53,2019-06-11 09:50:37,2019-06-11 09:53:18,2019-06-11 10:14:49,2019-06-11 10:16:33,2019-06-11 17:52:30,,2019-06-10 20:20:29,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0,0 days 21:32:01
302,2240066,2019-06-11 04:56:53,2019-06-11 05:14:43,2019-06-11 05:27:36,2019-06-11 05:33:54,2019-06-11 05:37:26,2019-06-11 12:36:06,,2019-06-10 20:32:25,2019-06-11 10:00:00,l_2019-06-11_13:00,11.0,0 days 16:03:41
303,2240070,2019-06-11 05:37:47,2019-06-11 05:46:59,2019-06-11 05:47:08,2019-06-11 06:18:45,2019-06-11 06:23:57,2019-06-11 14:41:54,,2019-06-10 20:42:25,2019-06-11 14:00:00,z_2019-06-11_17:00,7.0,0 days 17:59:29
304,2240095,2019-06-11 09:43:58,2019-06-11 09:54:12,2019-06-11 09:56:59,2019-06-11 10:15:22,2019-06-11 10:17:15,2019-06-11 17:52:30,,2019-06-10 22:06:25,2019-06-11 18:00:00,s_2019-06-11_21:00,4.0,0 days 19:46:05
305,2240100,2019-06-11 09:44:38,2019-06-11 10:21:47,2019-06-11 10:22:29,2019-06-11 10:30:31,2019-06-11 10:35:58,2019-06-11 17:52:31,,2019-06-10 22:40:26,2019-06-11 18:00:00,s_2019-06-11_21:00,17.0,0 days 19:12:05
306,2240101,2019-06-11 09:47:28,2019-06-11 09:55:37,2019-06-11 09:57:08,2019-06-11 10:15:53,2019-06-11 10:18:33,2019-06-11 17:52:31,,2019-06-10 22:43:25,2019-06-11 18:00:00,s_2019-06-11_21:00,6.0,0 days 19:09:06
307,2240105,2019-06-11 09:50:47,2019-06-11 10:03:31,2019-06-11 10:15:24,2019-06-11 10:19:02,2019-06-11 10:20:51,2019-06-11 17:52:31,,2019-06-10 23:36:25,2019-06-11 18:00:00,s_2019-06-11_21:00,5.0,0 days 18:16:06
308,2240132,2019-06-11 09:54:29,2019-06-11 10:09:09,2019-06-11 10:14:53,2019-06-11 10:16:55,2019-06-11 10:19:36,2019-06-11 17:52:41,,2019-06-11 04:25:30,2019-06-11 18:00:00,s_2019-06-11_21:00,8.0,0 days 13:27:11
309,2240142,2019-06-11 09:59:04,2019-06-11 10:37:53,2019-06-11 10:44:08,2019-06-11 10:48:51,2019-06-11 10:49:33,2019-06-11 17:52:41,,2019-06-11 04:42:25,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0,0 days 13:10:16
